code,L1_Code,L1_Name,L2_Code,L2_Name,L3_Code,L3_Name,L4_Code,L4_Name,L5_Code,L5_Name,Description,References,Questions,Notes,,,,,,,,,,,,,,,,,
82191,80000,Debt Service,82000,Interest,82190,Other - Interest,82191,Short-term obligations,,,Interest payments for obligations that are due within due within one year.,,,,,,,,,,,,,,,,,,,,
82192,80000,Debt Service,82000,Interest,82190,Other - Interest,82192,Long-term obligations,,,Interest payments for obligations that are due due with a repayment period of a year or longer.,,,,,,,,,,,,,,,,,,,,
82193,,Debt Service,82000,Interest,82190,Other - Interest,82193,Lease Rental Payment - Interest,,,A line item under long-term debt on a balance sheet that indicates the value of future lease payments due.  This item speaks to interest payments.,PA DCED p21; http://www.investopedia.com/terms/l/lease-payments.asp,,,,,,,,,,,,,,,,,,,
82194,,Debt Service,82000,Interest,82190,Other - Interest,82194,Small Borrowing (Section 409) Interest,,,"Small Borrowing for Capital Purposes.--(a) Any local government unit is hereby authorized to incur debt by resolution rather than by ordinance to be evidenced by notes to provide funds for a project as defined in this act without complying with the requirements of Article VIII provided: (i) that the aggregate amount of such debt outstanding at any one time shall not exceed the lesser of [$100,000] $125,000 or thirty percent of the [borrowing base] nonelectoral debt limit as authorized in section 202(a); (ii) that the principal of each such debt shall mature not later than five years from the date of issuance;  This item speaks to the Interest Payment.",PA DCED p21; http://www.legis.state.pa.us/WU01/LI/LI/US/PDF/1996/0/0125..PDF,,created 11/13/2016 based on PA DCED CoA p21,,,,,,,,,,,,,,,,,
82195,,Debt Service,82000,Interest,82190,Other - Interest,82195,Unfunded (Section 509) Interest,,,"Unfunded Debt.—For the purpose of this article, unfunded debt shall mean obligations of the same or [a] one or more prior [yearl years incurred for current expenses (including tax anticipation notes), due and owing or judgments against the local government unit entered by a court of competent jurisdiction after adversary proceedings, for the payment of either of which category the taxes and other revenues remaining to be collected in the fiscal year and funds on hand will not be sufficient without a curtailment of municipal services to an extent endangering the health or safety of the public or proper education of school children, and the local government unit either may not legally levy a sufficient tax for the balance of the fiscal year, or a sufficient tax, if legally leviable, would not be in the public interest.  This item speaks to the Interest payment.",PA DCED p21; http://www.palrb.us/pamphletlaws/19001999/1981/0/act/0019.pdf,,created 11/13/2016 based on PA DCED CoA p21,,,,,,,,,,,,,,,,,
82196,,Debt Service,82000,Interest,82190,Other - Interest,82196,Discount/Premium on a Bond Issue,,,"If a bond that is trading on the market is currently priced lower than its original price (its par value), it is called a discount bond. So, a premium bond (a bond priced above its par value) has a coupon rate higher than the prevailing interest rate for that particular bond maturity and credit quality.",PA DCED p21; https://rodgers-associates.com/blog/difference-premium-bonds-discount-bonds/,,created 11/13/2016 based on PA DCED CoA p21,,,,,,,,,,,,,,,,,
83000,,Debt Service,83000,"Fiscal Agent Fees (including loans, bonds, etc.)",,,,,,,"Organizations, such as a bank or trust company, that acts on behalf of another party performing various financial duties. A fiscal agent may assist in the redemption of bonds or coupons, handle tax issues, replace lost or damaged securities and perform various other finance-related tasks.",PA DCED p22; http://www.investopedia.com/terms/f/fiscalagent.asp,,created 11/13/2016 based on PA DCED CoA p22,,,,,,,,,,,,,,,,,
89000,80000,Debt Service,89000,Other - Debt Service,,,,,,,All other debt service that is not specifically mentioned elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
90000,90000,Other Financing Uses,,,,,,,,,Other financing sources and uses include a limited number of special transactions that are used to account for non-operating revenues/receipts and expenditures/disbursements. Included in this financial reporting category are operating transfers and proceeds from debt transactions.,http://www.osc.state.ny.us/agencies/guide/MyWebHelp/Content/IV/9/9.htm,,,,,,,,,,,,,,,,,,,
91000,90000,Other Financing Uses,91000,Bonds Issued,,,,,,,"It is a debt security, under which the issuer owes the holders a debt and, depending on the terms of the bond, is obliged to pay them interest (the coupon) and/or to repay the principal at a later date, termed the maturity date.",https://en.wikipedia.org/wiki/Bond_(finance),How is this diffrenet than 82000,,,,,,,,,,,,,,,,,,
92000,90000,Other Financing Uses,92000,Inter-Fund Operating Transfers,,,,,,,Expenditures relating to transfers between funds:,,,,,,,,,,,,,,,,,,,,
92110,90000,Other Financing Uses,92000,Inter-Fund Operating Transfers,92110,Transfers to General Fund,,,,,Transfers to the general fund due to excess balance within other types of funds or to comply with covenants of those funds.  Typically excess revenue earned via enterprise or special revenue funds that are not required for the operational/capital requirements of the asset responsible are required to be transferred into the general fund.,,,,,,,,,,,,,,,,,,,,
92120,90000,Other Financing Uses,92000,Inter-Fund Operating Transfers,92120,Transfers to Special Revenue Fund,,,,,"Transfers to Special Revenue Funds, typically made to make up a funding deficiency from the activity associated with the fund.  They could take the form of appropriations from the general fund, gifts, donations, and/or grants.",,,,,,,,,,,,,,,,,,,,
92121,,Other Financing Uses,92000,Inter-Fund Operating Transfers,92120,Transfers to Special Revenue Fund,92121,Transfer to Operating Reserve Fund,,,"An operating reserve is an unrestricted fund balance set aside to stabilize a municipality's finances by providing a cushion against unexpected events, losses of income, and large unbudgeted expenses.  These type of transfers or typically regulated with a maximum allowed limit.",PA DCED CoA p22,,created 11/13/2016 based on PA DCED CoA p22,,,,,,,,,,,,,,,,,
92122,,Other Financing Uses,92000,Inter-Fund Operating Transfers,92120,Transfers to Special Revenue Fund,92122,Transfer to Water Fund,,,Collections of small donations from the public to be aggregated into a larger specific conservation effort designed to protect an aspect of the water supply.  May also represent a reallocation of fees / taxes collected to provide for the operating costs of Water Department.,PA DCED CoA p22,,created 11/13/2016 based on PA DCED CoA p22,,,,,,,,,,,,,,,,,
92123,,Other Financing Uses,92000,Inter-Fund Operating Transfers,92120,Transfers to Special Revenue Fund,92123,Transfer to Sewer Fund,,,"Transfers to the Sewer Fund from collected fees, grants, or taxes that provide for the operating costs of the Sewage Departement.",PA DCED CoA p22,,created 11/13/2016 based on PA DCED CoA p22,,,,,,,,,,,,,,,,,
